gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,ceq,ch,cogs,csho,cshpri,dv,dvp,epspx,invch,invt,ivst,lct,ni,recch,rect,sale,tstkn,txt,xint,costat,prcc_f
184996,2013-12-31,2013,INDL,C,D,STD,TSLA,USD,1265.9390,667.1200,845.8890,1451.1510,123.0910,119.4210,0.0000,0.0000,-0.6200,,340.3550,3.0120,675.1600,-74.0140,-21.9170,49.1090,2013.4960,0.0000,2.5880,20.0490,A,150.4290
184996,2014-12-31,2014,INDL,C,D,STD,TSLA,USD,3198.6570,911.7100,1905.7130,2084.7540,125.6880,124.5390,0.0000,0.0000,-2.3600,,953.6750,17.9470,2107.1660,-294.0400,-183.6580,226.6040,3198.3560,0.0000,9.4040,113.6480,A,222.4100
184996,2015-12-31,2015,INDL,C,D,STD,TSLA,USD,2791.5680,1088.9440,1196.9080,2699.9320,131.4250,128.2020,0.0000,0.0000,-6.9300,,1277.8380,22.6280,2816.2740,-888.6630,46.2670,168.9650,4046.0250,0.0000,13.0390,160.3280,A,240.0100
184996,2016-12-31,2016,INDL,C,D,STD,TSLA,USD,6259.7960,4752.9110,3393.2160,4453.7760,161.5610,144.2120,0.0000,0.0000,-4.6800,,2067.4540,105.5190,5827.0050,-674.9140,-213.0970,499.1420,7000.1320,0.0000,26.6980,245.5010,A,213.6900
184996,2017-12-31,2017,INDL,C,D,STD,TSLA,USD,6570.5200,4237.2420,3367.9140,7900.2610,168.7970,165.7580,0.0000,0.0000,-11.8300,-178.8500,2263.5370,155.3230,7674.6700,-1961.4000,,515.3810,11758.7510,0.0000,31.5460,596.1720,A,311.3500
184996,2018-12-31,2018,INDL,C,D,STD,TSLA,USD,8306.3080,4923.2430,3685.6180,15531.4610,172.6030,170.5250,0.0000,0.0000,-5.7200,-1023.2640,3113.4460,192.5510,9992.1360,-976.0910,,949.0220,21461.2680,0.0000,57.8370,717.9710,A,332.8000
184996,2019-12-31,2019,INDL,C,D,STD,TSLA,USD,12103.0000,6618.0000,6268.0000,18402.0000,181.0000,177.0000,0.0000,0.0000,-4.9200,-429.0000,3552.0000,246.0000,10667.0000,-862.0000,-367.0000,1324.0000,24578.0000,0.0000,110.0000,716.0000,A,418.3300
184996,2020-12-31,2020,INDL,C,D,STD,TSLA,USD,26717.0000,22225.0000,19384.0000,22351.0000,960.0000,933.0000,0.0000,0.0000,0.7400,-422.0000,4101.0000,238.0000,14248.0000,721.0000,-652.0000,1912.0000,31536.0000,0.0000,292.0000,691.0000,A,705.6700
184996,2021-12-31,2021,INDL,C,D,STD,TSLA,USD,27100.0000,30189.0000,17576.0000,37306.0000,1033.0000,986.0000,0.0000,0.0000,5.6000,-1709.0000,5757.0000,476.0000,19705.0000,5519.0000,-130.0000,1997.0000,53823.0000,0.0000,699.0000,348.0000,A,1056.7800
184996,2022-12-31,2022,INDL,C,D,STD,TSLA,USD,40917.0000,44704.0000,16253.0000,56862.0000,3164.0000,3130.0000,0.0000,0.0000,4.0200,-6465.0000,12839.0000,6226.0000,26709.0000,12556.0000,-1124.0000,3123.0000,81462.0000,0.0000,1132.0000,191.0000,A,123.1800
